#node	identifier	category	term ID	term description
NGF	9606.ENSP00000358525	GO Process	GO:0043069	Negative regulation of programmed cell death
NGF	9606.ENSP00000358525	GO Process	GO:0043085	Positive regulation of catalytic activity
NGF	9606.ENSP00000358525	GO Process	GO:0043086	Negative regulation of catalytic activity
NGF	9606.ENSP00000358525	GO Process	GO:0043280	Positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
NGF	9606.ENSP00000358525	GO Process	GO:0043281	Regulation of cysteine-type endopeptidase activity involved in apoptotic process
NGF	9606.ENSP00000358525	GO Process	GO:0043388	Positive regulation of DNA binding
NGF	9606.ENSP00000358525	GO Process	GO:0043523	Regulation of neuron apoptotic process
NGF	9606.ENSP00000358525	GO Process	GO:0043524	Negative regulation of neuron apoptotic process
NGF	9606.ENSP00000358525	GO Process	GO:0044092	Negative regulation of molecular function
NGF	9606.ENSP00000358525	GO Process	GO:0044093	Positive regulation of molecular function
NGF	9606.ENSP00000358525	GO Process	GO:0045595	Regulation of cell differentiation
NGF	9606.ENSP00000358525	GO Process	GO:0045597	Positive regulation of cell differentiation
NGF	9606.ENSP00000358525	GO Process	GO:0045664	Regulation of neuron differentiation
NGF	9606.ENSP00000358525	GO Process	GO:0045666	Positive regulation of neuron differentiation
NGF	9606.ENSP00000358525	GO Process	GO:0045861	Negative regulation of proteolysis
NGF	9606.ENSP00000358525	GO Process	GO:0045862	Positive regulation of proteolysis
NGF	9606.ENSP00000358525	GO Process	GO:0045927	Positive regulation of growth
NGF	9606.ENSP00000358525	GO Process	GO:0045937	Positive regulation of phosphate metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0046578	Regulation of Ras protein signal transduction
NGF	9606.ENSP00000358525	GO Process	GO:0046579	Positive regulation of Ras protein signal transduction
NGF	9606.ENSP00000358525	GO Process	GO:0048468	Cell development
NGF	9606.ENSP00000358525	GO Process	GO:0048518	Positive regulation of biological process
NGF	9606.ENSP00000358525	GO Process	GO:0048519	Negative regulation of biological process
NGF	9606.ENSP00000358525	GO Process	GO:0048522	Positive regulation of cellular process
NGF	9606.ENSP00000358525	GO Process	GO:0048523	Negative regulation of cellular process
NGF	9606.ENSP00000358525	GO Process	GO:0048583	Regulation of response to stimulus
NGF	9606.ENSP00000358525	GO Process	GO:0048584	Positive regulation of response to stimulus
NGF	9606.ENSP00000358525	GO Process	GO:0048638	Regulation of developmental growth
NGF	9606.ENSP00000358525	GO Process	GO:0048639	Positive regulation of developmental growth
NGF	9606.ENSP00000358525	GO Process	GO:0048666	Neuron development
NGF	9606.ENSP00000358525	GO Process	GO:0048670	Regulation of collateral sprouting
NGF	9606.ENSP00000358525	GO Process	GO:0048672	Positive regulation of collateral sprouting
NGF	9606.ENSP00000358525	GO Process	GO:0048699	Generation of neurons
NGF	9606.ENSP00000358525	GO Process	GO:0048731	System development
NGF	9606.ENSP00000358525	GO Process	GO:0048812	Neuron projection morphogenesis
NGF	9606.ENSP00000358525	GO Process	GO:0048856	Anatomical structure development
NGF	9606.ENSP00000358525	GO Process	GO:0048858	Cell projection morphogenesis
NGF	9606.ENSP00000358525	GO Process	GO:0048869	Cellular developmental process
NGF	9606.ENSP00000358525	GO Process	GO:0050767	Regulation of neurogenesis
NGF	9606.ENSP00000358525	GO Process	GO:0050769	Positive regulation of neurogenesis
NGF	9606.ENSP00000358525	GO Process	GO:0050770	Regulation of axonogenesis
NGF	9606.ENSP00000358525	GO Process	GO:0050772	Positive regulation of axonogenesis
NGF	9606.ENSP00000358525	GO Process	GO:0050789	Regulation of biological process
NGF	9606.ENSP00000358525	GO Process	GO:0050790	Regulation of catalytic activity
NGF	9606.ENSP00000358525	GO Process	GO:0050793	Regulation of developmental process
NGF	9606.ENSP00000358525	GO Process	GO:0050794	Regulation of cellular process
NGF	9606.ENSP00000358525	GO Process	GO:0050804	Modulation of chemical synaptic transmission
NGF	9606.ENSP00000358525	GO Process	GO:0050877	Nervous system process
NGF	9606.ENSP00000358525	GO Process	GO:0050890	Cognition
NGF	9606.ENSP00000358525	GO Process	GO:0050896	Response to stimulus
NGF	9606.ENSP00000358525	GO Process	GO:0051056	Regulation of small GTPase mediated signal transduction
NGF	9606.ENSP00000358525	GO Process	GO:0051057	Positive regulation of small GTPase mediated signal transduction
NGF	9606.ENSP00000358525	GO Process	GO:0051094	Positive regulation of developmental process
NGF	9606.ENSP00000358525	GO Process	GO:0051098	Regulation of binding
NGF	9606.ENSP00000358525	GO Process	GO:0051099	Positive regulation of binding
NGF	9606.ENSP00000358525	GO Process	GO:0051101	Regulation of DNA binding
NGF	9606.ENSP00000358525	GO Process	GO:0051128	Regulation of cellular component organization
NGF	9606.ENSP00000358525	GO Process	GO:0051130	Positive regulation of cellular component organization
NGF	9606.ENSP00000358525	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0051174	Regulation of phosphorus metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0051239	Regulation of multicellular organismal process
NGF	9606.ENSP00000358525	GO Process	GO:0051240	Positive regulation of multicellular organismal process
NGF	9606.ENSP00000358525	GO Process	GO:0051246	Regulation of protein metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0051247	Positive regulation of protein metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0051248	Negative regulation of protein metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0051336	Regulation of hydrolase activity
NGF	9606.ENSP00000358525	GO Process	GO:0051345	Positive regulation of hydrolase activity
NGF	9606.ENSP00000358525	GO Process	GO:0051346	Negative regulation of hydrolase activity
NGF	9606.ENSP00000358525	GO Process	GO:0051402	Neuron apoptotic process
NGF	9606.ENSP00000358525	GO Process	GO:0051716	Cellular response to stimulus
NGF	9606.ENSP00000358525	GO Process	GO:0051960	Regulation of nervous system development
NGF	9606.ENSP00000358525	GO Process	GO:0051962	Positive regulation of nervous system development
NGF	9606.ENSP00000358525	GO Process	GO:0052547	Regulation of peptidase activity
NGF	9606.ENSP00000358525	GO Process	GO:0052548	Regulation of endopeptidase activity
NGF	9606.ENSP00000358525	GO Process	GO:0060255	Regulation of macromolecule metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0060284	Regulation of cell development
NGF	9606.ENSP00000358525	GO Process	GO:0060548	Negative regulation of cell death
NGF	9606.ENSP00000358525	GO Process	GO:0061387	Regulation of extent of cell growth
NGF	9606.ENSP00000358525	GO Process	GO:0065007	Biological regulation
NGF	9606.ENSP00000358525	GO Process	GO:0065008	Regulation of biological quality
NGF	9606.ENSP00000358525	GO Process	GO:0065009	Regulation of molecular function
NGF	9606.ENSP00000358525	GO Process	GO:0070848	Response to growth factor
NGF	9606.ENSP00000358525	GO Process	GO:0070887	Cellular response to chemical stimulus
NGF	9606.ENSP00000358525	GO Process	GO:0070997	Neuron death
NGF	9606.ENSP00000358525	GO Process	GO:0071310	Cellular response to organic substance
NGF	9606.ENSP00000358525	GO Process	GO:0071363	Cellular response to growth factor stimulus
NGF	9606.ENSP00000358525	GO Process	GO:0071495	Cellular response to endogenous stimulus
NGF	9606.ENSP00000358525	GO Process	GO:0071840	Cellular component organization or biogenesis
NGF	9606.ENSP00000358525	GO Process	GO:0080090	Regulation of primary metabolic process
NGF	9606.ENSP00000358525	GO Process	GO:0090066	Regulation of anatomical structure size
NGF	9606.ENSP00000358525	GO Process	GO:0097190	Apoptotic signaling pathway
NGF	9606.ENSP00000358525	GO Process	GO:0097191	Extrinsic apoptotic signaling pathway
NGF	9606.ENSP00000358525	GO Process	GO:0099177	Regulation of trans-synaptic signaling
NGF	9606.ENSP00000358525	GO Process	GO:0120035	Regulation of plasma membrane bounded cell projection organization
NGF	9606.ENSP00000358525	GO Process	GO:0120036	Plasma membrane bounded cell projection organization
NGF	9606.ENSP00000358525	GO Process	GO:0120039	Plasma membrane bounded cell projection morphogenesis
NGF	9606.ENSP00000358525	GO Process	GO:1901214	Regulation of neuron death
NGF	9606.ENSP00000358525	GO Process	GO:1901215	Negative regulation of neuron death
NGF	9606.ENSP00000358525	GO Process	GO:1902531	Regulation of intracellular signal transduction
NGF	9606.ENSP00000358525	GO Process	GO:1902533	Positive regulation of intracellular signal transduction
NGF	9606.ENSP00000358525	GO Process	GO:1990089	Response to nerve growth factor
NGF	9606.ENSP00000358525	GO Process	GO:1990090	Cellular response to nerve growth factor stimulus
NGF	9606.ENSP00000358525	GO Process	GO:2000026	Regulation of multicellular organismal development
NGF	9606.ENSP00000358525	GO Process	GO:2000116	Regulation of cysteine-type endopeptidase activity
NGF	9606.ENSP00000358525	GO Process	GO:2001056	Positive regulation of cysteine-type endopeptidase activity
NGF	9606.ENSP00000358525	GO Function	GO:0004857	Enzyme inhibitor activity
NGF	9606.ENSP00000358525	GO Function	GO:0004866	Endopeptidase inhibitor activity
NGF	9606.ENSP00000358525	GO Function	GO:0005102	Signaling receptor binding
NGF	9606.ENSP00000358525	GO Function	GO:0005123	Death receptor binding
NGF	9606.ENSP00000358525	GO Function	GO:0005126	Cytokine receptor binding
NGF	9606.ENSP00000358525	GO Function	GO:0005163	Nerve growth factor receptor binding
NGF	9606.ENSP00000358525	GO Function	GO:0005165	Neurotrophin receptor binding
NGF	9606.ENSP00000358525	GO Function	GO:0005488	Binding
NGF	9606.ENSP00000358525	GO Function	GO:0005515	Protein binding
NGF	9606.ENSP00000358525	GO Function	GO:0008047	Enzyme activator activity
NGF	9606.ENSP00000358525	GO Function	GO:0008083	Growth factor activity
NGF	9606.ENSP00000358525	GO Function	GO:0008191	Metalloendopeptidase inhibitor activity
NGF	9606.ENSP00000358525	GO Function	GO:0008289	Lipid binding
NGF	9606.ENSP00000358525	GO Function	GO:0008656	Cysteine-type endopeptidase activator activity involved in apoptotic process
NGF	9606.ENSP00000358525	GO Function	GO:0016504	Peptidase activator activity
NGF	9606.ENSP00000358525	GO Function	GO:0016505	Peptidase activator activity involved in apoptotic process
NGF	9606.ENSP00000358525	GO Function	GO:0030234	Enzyme regulator activity
NGF	9606.ENSP00000358525	GO Function	GO:0030414	Peptidase inhibitor activity
NGF	9606.ENSP00000358525	GO Function	GO:0030545	Signaling receptor regulator activity
NGF	9606.ENSP00000358525	GO Function	GO:0030546	Signaling receptor activator activity
NGF	9606.ENSP00000358525	GO Function	GO:0032813	Tumor necrosis factor receptor superfamily binding
NGF	9606.ENSP00000358525	GO Function	GO:0038177	Death receptor agonist activity
NGF	9606.ENSP00000358525	GO Function	GO:0043028	Cysteine-type endopeptidase regulator activity involved in apoptotic process
NGF	9606.ENSP00000358525	GO Function	GO:0048018	Receptor ligand activity
NGF	9606.ENSP00000358525	GO Function	GO:0061134	Peptidase regulator activity
NGF	9606.ENSP00000358525	GO Function	GO:0061135	Endopeptidase regulator activity
NGF	9606.ENSP00000358525	GO Function	GO:0098772	Molecular function regulator activity
NGF	9606.ENSP00000358525	GO Component	GO:0005576	Extracellular region
NGF	9606.ENSP00000358525	GO Component	GO:0005615	Extracellular space
NGF	9606.ENSP00000358525	GO Component	GO:0005622	Intracellular anatomical structure
NGF	9606.ENSP00000358525	GO Component	GO:0005737	Cytoplasm
NGF	9606.ENSP00000358525	GO Component	GO:0005768	Endosome
NGF	9606.ENSP00000358525	GO Component	GO:0005794	Golgi apparatus
NGF	9606.ENSP00000358525	GO Component	GO:0005796	Golgi lumen
NGF	9606.ENSP00000358525	GO Component	GO:0005829	Cytosol
NGF	9606.ENSP00000358525	GO Component	GO:0008021	Synaptic vesicle
NGF	9606.ENSP00000358525	GO Component	GO:0012505	Endomembrane system
NGF	9606.ENSP00000358525	GO Component	GO:0030054	Cell junction
NGF	9606.ENSP00000358525	GO Component	GO:0030133	Transport vesicle
NGF	9606.ENSP00000358525	GO Component	GO:0030424	Axon
NGF	9606.ENSP00000358525	GO Component	GO:0030425	Dendrite
NGF	9606.ENSP00000358525	GO Component	GO:0031410	Cytoplasmic vesicle
NGF	9606.ENSP00000358525	GO Component	GO:0031904	Endosome lumen
NGF	9606.ENSP00000358525	GO Component	GO:0031974	Membrane-enclosed lumen
NGF	9606.ENSP00000358525	GO Component	GO:0031982	Vesicle
NGF	9606.ENSP00000358525	GO Component	GO:0036477	Somatodendritic compartment
NGF	9606.ENSP00000358525	GO Component	GO:0042995	Cell projection
NGF	9606.ENSP00000358525	GO Component	GO:0043005	Neuron projection
NGF	9606.ENSP00000358525	GO Component	GO:0043226	Organelle
NGF	9606.ENSP00000358525	GO Component	GO:0043227	Membrane-bounded organelle
NGF	9606.ENSP00000358525	GO Component	GO:0043229	Intracellular organelle
NGF	9606.ENSP00000358525	GO Component	GO:0043231	Intracellular membrane-bounded organelle
NGF	9606.ENSP00000358525	GO Component	GO:0043233	Organelle lumen
NGF	9606.ENSP00000358525	GO Component	GO:0045202	Synapse
NGF	9606.ENSP00000358525	GO Component	GO:0070013	Intracellular organelle lumen
NGF	9606.ENSP00000358525	GO Component	GO:0070382	Exocytic vesicle
NGF	9606.ENSP00000358525	GO Component	GO:0097447	Dendritic tree
NGF	9606.ENSP00000358525	GO Component	GO:0097708	Intracellular vesicle
NGF	9606.ENSP00000358525	GO Component	GO:0098793	Presynapse
NGF	9606.ENSP00000358525	GO Component	GO:0099503	Secretory vesicle
NGF	9606.ENSP00000358525	GO Component	GO:0110165	Cellular anatomical entity
NGF	9606.ENSP00000358525	GO Component	GO:0120025	Plasma membrane bounded cell projection
NGF	9606.ENSP00000358525	STRING clusters	CL:17325	Mixed, incl. Constitutive Signaling by Aberrant PI3K in Cancer, and SH2 domain superfamily
NGF	9606.ENSP00000358525	STRING clusters	CL:17326	Mixed, incl. Constitutive Signaling by Aberrant PI3K in Cancer, and SH2 domain superfamily
NGF	9606.ENSP00000358525	STRING clusters	CL:17327	Mixed, incl. Constitutive Signaling by Aberrant PI3K in Cancer, and Tyrosine-protein kinase, catalytic domain
NGF	9606.ENSP00000358525	STRING clusters	CL:17594	Mixed, incl. Nerve growth factor signaling pathway, and Glial cell line-derived neurotrophic factor family
NGF	9606.ENSP00000358525	STRING clusters	CL:17617	Nerve growth factor-like, and Nerve growth factor receptor activity
NGF	9606.ENSP00000358525	KEGG	hsa04010	MAPK signaling pathway
NGF	9606.ENSP00000358525	KEGG	hsa04014	Ras signaling pathway
NGF	9606.ENSP00000358525	KEGG	hsa04015	Rap1 signaling pathway
NGF	9606.ENSP00000358525	KEGG	hsa04060	Cytokine-cytokine receptor interaction
NGF	9606.ENSP00000358525	KEGG	hsa04151	PI3K-Akt signaling pathway
NGF	9606.ENSP00000358525	KEGG	hsa04210	Apoptosis
NGF	9606.ENSP00000358525	KEGG	hsa04722	Neurotrophin signaling pathway
NGF	9606.ENSP00000358525	KEGG	hsa04750	Inflammatory mediator regulation of TRP channels
NGF	9606.ENSP00000358525	Reactome	HSA-162582	Signal Transduction
NGF	9606.ENSP00000358525	Reactome	HSA-166520	Signaling by NTRKs
NGF	9606.ENSP00000358525	Reactome	HSA-167021	PLC-gamma1 signalling
NGF	9606.ENSP00000358525	Reactome	HSA-167044	Signalling to RAS
NGF	9606.ENSP00000358525	Reactome	HSA-167060	NGF processing
NGF	9606.ENSP00000358525	Reactome	HSA-169893	Prolonged ERK activation events
NGF	9606.ENSP00000358525	Reactome	HSA-170968	Frs2-mediated activation
NGF	9606.ENSP00000358525	Reactome	HSA-170984	ARMS-mediated activation
NGF	9606.ENSP00000358525	Reactome	HSA-177504	Retrograde neurotrophin signalling
NGF	9606.ENSP00000358525	Reactome	HSA-187015	Activation of TRKA receptors
NGF	9606.ENSP00000358525	Reactome	HSA-187037	Signaling by NTRK1 (TRKA)
NGF	9606.ENSP00000358525	Reactome	HSA-187042	TRKA activation by NGF
NGF	9606.ENSP00000358525	Reactome	HSA-187687	Signalling to ERKs
NGF	9606.ENSP00000358525	Reactome	HSA-187706	Signalling to p38 via RIT and RIN
NGF	9606.ENSP00000358525	Reactome	HSA-193639	p75NTR signals via NF-kB
NGF	9606.ENSP00000358525	Reactome	HSA-193648	NRAGE signals death through JNK
NGF	9606.ENSP00000358525	Reactome	HSA-193670	p75NTR negatively regulates cell cycle via SC1
NGF	9606.ENSP00000358525	Reactome	HSA-193681	Ceramide signalling
NGF	9606.ENSP00000358525	Reactome	HSA-193697	p75NTR regulates axonogenesis
NGF	9606.ENSP00000358525	Reactome	HSA-193704	p75 NTR receptor-mediated signalling
NGF	9606.ENSP00000358525	Reactome	HSA-198203	PI3K/AKT activation
NGF	9606.ENSP00000358525	Reactome	HSA-198745	Signalling to STAT3
NGF	9606.ENSP00000358525	Reactome	HSA-204998	Cell death signalling via NRAGE, NRIF and NADE
NGF	9606.ENSP00000358525	Reactome	HSA-205017	NFG and proNGF binds to p75NTR
NGF	9606.ENSP00000358525	Reactome	HSA-205025	NADE modulates death signalling
NGF	9606.ENSP00000358525	Reactome	HSA-205043	NRIF signals cell death from the nucleus
NGF	9606.ENSP00000358525	Reactome	HSA-209543	p75NTR recruits signalling complexes
NGF	9606.ENSP00000358525	Reactome	HSA-209560	NF-kB is activated and signals survival
NGF	9606.ENSP00000358525	Reactome	HSA-209563	Axonal growth stimulation
NGF	9606.ENSP00000358525	Reactome	HSA-73887	Death Receptor Signaling
NGF	9606.ENSP00000358525	Reactome	HSA-9006934	Signaling by Receptor Tyrosine Kinases
NGF	9606.ENSP00000358525	Reactome	HSA-9036866	Expression and Processing of Neurotrophins
NGF	9606.ENSP00000358525	WikiPathways	WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway
NGF	9606.ENSP00000358525	WikiPathways	WP382	MAPK signaling pathway
NGF	9606.ENSP00000358525	WikiPathways	WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway
NGF	9606.ENSP00000358525	WikiPathways	WP3998	Prader-Willi and Angelman syndrome
NGF	9606.ENSP00000358525	WikiPathways	WP4172	PI3K-Akt signaling pathway
NGF	9606.ENSP00000358525	WikiPathways	WP5083	Neuroinflammation and glutamatergic signaling
NGF	9606.ENSP00000358525	WikiPathways	WP5087	Malignant pleural mesothelioma
NGF	9606.ENSP00000358525	WikiPathways	WP5231	Hippocampal synaptogenesis and neurogenesis
NGF	9606.ENSP00000358525	WikiPathways	WP5265	Neurogenesis regulation in the olfactory epithelium
NGF	9606.ENSP00000358525	WikiPathways	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways
NGF	9606.ENSP00000358525	DISEASES	DOID:0050155	Sensory system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:0050177	Monogenic disease
NGF	9606.ENSP00000358525	DISEASES	DOID:0050548	Hereditary sensory neuropathy
NGF	9606.ENSP00000358525	DISEASES	DOID:0050686	Organ system cancer
NGF	9606.ENSP00000358525	DISEASES	DOID:0050737	Autosomal recessive disease
NGF	9606.ENSP00000358525	DISEASES	DOID:0050739	Autosomal genetic disease
NGF	9606.ENSP00000358525	DISEASES	DOID:0050771	Pheochromocytoma
NGF	9606.ENSP00000358525	DISEASES	DOID:0050892	Adrenal gland pheochromocytoma
NGF	9606.ENSP00000358525	DISEASES	DOID:0060072	Benign neoplasm
NGF	9606.ENSP00000358525	DISEASES	DOID:0060085	Organ system benign neoplasm
NGF	9606.ENSP00000358525	DISEASES	DOID:0060089	Endocrine organ benign neoplasm
NGF	9606.ENSP00000358525	DISEASES	DOID:0060164	Pain disorder
NGF	9606.ENSP00000358525	DISEASES	DOID:0070145	Hereditary sensory and autonomic neuropathy type 5
NGF	9606.ENSP00000358525	DISEASES	DOID:0080001	Bone disease
NGF	9606.ENSP00000358525	DISEASES	DOID:0080347	Malignant pheochromocytoma
NGF	9606.ENSP00000358525	DISEASES	DOID:10124	Corneal disease
NGF	9606.ENSP00000358525	DISEASES	DOID:11155	Hypohidrosis
NGF	9606.ENSP00000358525	DISEASES	DOID:11156	Anhidrosis
NGF	9606.ENSP00000358525	DISEASES	DOID:12785	Diabetic polyneuropathy
NGF	9606.ENSP00000358525	DISEASES	DOID:1289	Neurodegenerative disease
NGF	9606.ENSP00000358525	DISEASES	DOID:1383	Sweat gland disease
NGF	9606.ENSP00000358525	DISEASES	DOID:13949	Interstitial cystitis
NGF	9606.ENSP00000358525	DISEASES	DOID:14286	Neurogenic arthropathy
NGF	9606.ENSP00000358525	DISEASES	DOID:14566	Disease of cellular proliferation
NGF	9606.ENSP00000358525	DISEASES	DOID:150	Disease of mental health
NGF	9606.ENSP00000358525	DISEASES	DOID:16	Integumentary system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:162	Cancer
NGF	9606.ENSP00000358525	DISEASES	DOID:1679	Cystitis
NGF	9606.ENSP00000358525	DISEASES	DOID:17	Musculoskeletal system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:170	Endocrine gland cancer
NGF	9606.ENSP00000358525	DISEASES	DOID:18	Urinary system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:1803	Neuritis
NGF	9606.ENSP00000358525	DISEASES	DOID:2283	Keratopathy
NGF	9606.ENSP00000358525	DISEASES	DOID:2491	Sensory peripheral neuropathy
NGF	9606.ENSP00000358525	DISEASES	DOID:28	Endocrine system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:331	Central nervous system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:365	Bladder disease
NGF	9606.ENSP00000358525	DISEASES	DOID:37	Skin disease
NGF	9606.ENSP00000358525	DISEASES	DOID:381	Arthropathy
NGF	9606.ENSP00000358525	DISEASES	DOID:3953	Adrenal gland cancer
NGF	9606.ENSP00000358525	DISEASES	DOID:4	Disease
NGF	9606.ENSP00000358525	DISEASES	DOID:4677	Keratitis
NGF	9606.ENSP00000358525	DISEASES	DOID:4737	Somatoform disorder
NGF	9606.ENSP00000358525	DISEASES	DOID:5614	Eye disease
NGF	9606.ENSP00000358525	DISEASES	DOID:5719	Adrenal medulla cancer
NGF	9606.ENSP00000358525	DISEASES	DOID:574	Peripheral nervous system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:630	Genetic disease
NGF	9606.ENSP00000358525	DISEASES	DOID:65	Connective tissue disease
NGF	9606.ENSP00000358525	DISEASES	DOID:7	Disease of anatomical entity
NGF	9606.ENSP00000358525	DISEASES	DOID:8463	Corneal ulcer
NGF	9606.ENSP00000358525	DISEASES	DOID:863	Nervous system disease
NGF	9606.ENSP00000358525	DISEASES	DOID:870	Neuropathy
NGF	9606.ENSP00000358525	DISEASES	DOID:9553	Adrenal gland disease
NGF	9606.ENSP00000358525	DISEASES	DOID:9743	Diabetic neuropathy
NGF	9606.ENSP00000358525	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
NGF	9606.ENSP00000358525	TISSUES	BTO:0000042	Animal
NGF	9606.ENSP00000358525	TISSUES	BTO:0000047	Adrenal gland
NGF	9606.ENSP00000358525	TISSUES	BTO:0000049	Adrenal medulla
NGF	9606.ENSP00000358525	TISSUES	BTO:0000089	Blood
NGF	9606.ENSP00000358525	TISSUES	BTO:0000113	Cervical ganglion
NGF	9606.ENSP00000358525	TISSUES	BTO:0000123	Bladder
NGF	9606.ENSP00000358525	TISSUES	BTO:0000142	Brain
NGF	9606.ENSP00000358525	TISSUES	BTO:0000201	Pheochromocytoma cell line
NGF	9606.ENSP00000358525	TISSUES	BTO:0000202	Sense organ
NGF	9606.ENSP00000358525	TISSUES	BTO:0000227	Central nervous system
NGF	9606.ENSP00000358525	TISSUES	BTO:0000282	Head
NGF	9606.ENSP00000358525	TISSUES	BTO:0000421	Connective tissue
NGF	9606.ENSP00000358525	TISSUES	BTO:0000439	Eye
NGF	9606.ENSP00000358525	TISSUES	BTO:0000478	Forebrain
NGF	9606.ENSP00000358525	TISSUES	BTO:0000497	Ganglion
NGF	9606.ENSP00000358525	TISSUES	BTO:0000522	Gland
NGF	9606.ENSP00000358525	TISSUES	BTO:0000570	Hematopoietic system
NGF	9606.ENSP00000358525	TISSUES	BTO:0000574	Hematopoietic cell
NGF	9606.ENSP00000358525	TISSUES	BTO:0000592	Adrenal gland cancer cell
NGF	9606.ENSP00000358525	TISSUES	BTO:0000751	Leukocyte
NGF	9606.ENSP00000358525	TISSUES	BTO:0000870	Spinal nerve
NGF	9606.ENSP00000358525	TISSUES	BTO:0000887	Muscle
NGF	9606.ENSP00000358525	TISSUES	BTO:0000925	Nerve
NGF	9606.ENSP00000358525	TISSUES	BTO:0000927	Nerve trunk
NGF	9606.ENSP00000358525	TISSUES	BTO:0000938	Neuron
NGF	9606.ENSP00000358525	TISSUES	BTO:0001009	PC-12 cell
NGF	9606.ENSP00000358525	TISSUES	BTO:0001027	Peripheral nerve
NGF	9606.ENSP00000358525	TISSUES	BTO:0001028	Peripheral nervous system
NGF	9606.ENSP00000358525	TISSUES	BTO:0001037	Sensory cell
NGF	9606.ENSP00000358525	TISSUES	BTO:0001054	Pheochromocytoma cell
NGF	9606.ENSP00000358525	TISSUES	BTO:0001123	Peripheral ganglion
NGF	9606.ENSP00000358525	TISSUES	BTO:0001220	Schwann cell
NGF	9606.ENSP00000358525	TISSUES	BTO:0001221	Sciatic nerve
NGF	9606.ENSP00000358525	TISSUES	BTO:0001260	Smooth muscle
NGF	9606.ENSP00000358525	TISSUES	BTO:0001264	Spinal ganglion
NGF	9606.ENSP00000358525	TISSUES	BTO:0001279	Spinal cord
NGF	9606.ENSP00000358525	TISSUES	BTO:0001325	Superior cervical ganglion
NGF	9606.ENSP00000358525	TISSUES	BTO:0001333	Sympathetic ganglion
NGF	9606.ENSP00000358525	TISSUES	BTO:0001369	Vertebrate muscular system
NGF	9606.ENSP00000358525	TISSUES	BTO:0001453	Detrusor
NGF	9606.ENSP00000358525	TISSUES	BTO:0001462	Bladder wall
NGF	9606.ENSP00000358525	TISSUES	BTO:0001484	Nervous system
NGF	9606.ENSP00000358525	TISSUES	BTO:0001485	Muscular system
NGF	9606.ENSP00000358525	TISSUES	BTO:0001488	Endocrine gland
NGF	9606.ENSP00000358525	TISSUES	BTO:0001489	Whole body
NGF	9606.ENSP00000358525	TISSUES	BTO:0001491	Viscus
NGF	9606.ENSP00000358525	TISSUES	BTO:0001815	Stellate ganglion
NGF	9606.ENSP00000358525	TISSUES	BTO:0001832	Sympathetic nervous system
NGF	9606.ENSP00000358525	TISSUES	BTO:0001834	Sympathetic chain
NGF	9606.ENSP00000358525	TISSUES	BTO:0002444	Basal forebrain
NGF	9606.ENSP00000358525	TISSUES	BTO:0002507	Autonomic nervous system
NGF	9606.ENSP00000358525	TISSUES	BTO:0003154	Epineurium
NGF	9606.ENSP00000358525	TISSUES	BTO:0004901	Non-neuronal cell
NGF	9606.ENSP00000358525	TISSUES	BTO:0004902	Cholinergic neuron
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0005576	Extracellular region
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0005622	Intracellular
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0005737	Cytoplasm
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0005794	Golgi apparatus
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0005796	Golgi lumen
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0008021	Synaptic vesicle
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0012505	Endomembrane system
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0030054	Cell junction
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0030133	Transport vesicle
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0030424	Axon
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0030425	Dendrite
NGF	9606.ENSP00000358525	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
